,mean_absolute_error,root_mean_squared_error,mean_squared_error,alpha
173,3.4529125593453913,4.893700678577142,24.586951255816338,0.0006192913773314941
174,3.452936363332514,4.893710144954696,24.587009201133462,0.0005600764946750603
175,3.4529575916146404,4.89371799354892,24.587053880567236,0.0005065235709225682
176,3.4529770611249027,4.893725758426224,24.58710149038983,0.00045809122564409893
177,3.452994646103715,4.893733224665837,24.58714963780455,0.00041428984366887974
178,3.4530104850762187,4.893739475275047,24.587187487478424,0.0003746766254382092
179,3.453024886620804,4.8937452384619196,24.58722289400425,0.0003388511106296033
180,3.453037603380136,4.89374999167931,24.587249944336072,0.00030645112979926493
181,3.453049382525921,4.893754713500617,24.587278981771313,0.00027714914311702347
182,3.453059290551747,4.893758584576217,24.587301530667265,0.0002506489291810218
183,3.453069201056948,4.893762902977157,24.587330401193622,0.00022668259043855647
184,3.453077578072977,4.893766305362776,24.587351044344143,0.00020500784494005664
185,3.4530846508860122,4.893769148040463,24.58736801203216,0.00018540557704786962
186,3.453091670214043,4.89377192761611,24.587384744422952,0.00016767762233930392
187,3.45309811514905,4.893774520042549,24.587400718600474,0.0001516447643109633
188,3.453103093427658,4.893778629160524,24.587434256891814,0.00013714492263251275
189,3.4531076855057323,4.893780397995203,24.58744468162642,0.000124031514634483
190,3.4531126535734096,4.89378270749795,24.58746089823368,0.00011217197346594951
191,3.4531167072292988,4.893784391514044,24.58747121620751,0.0001014464079417728
192,3.4531206064151085,4.8937859624659215,24.58748090506055,9.174639053143304e-05
193,3.4531214355430135,4.89378565964967,24.58747767617727,8.297386123693595e-05
194,3.4531245363011136,4.893787145209555,24.587488089872352,7.504013627879497e-05
195,3.453127409332089,4.893788283963606,24.587495098818575,6.786501156864906e-05
196,3.4531300422492612,4.893789377455917,24.587502039935398,6.137595190527837e-05
197,3.453132107404111,4.893790688771633,24.58751190183715,5.5507357697398e-05
198,3.4531342551131687,4.893791486482881,24.5875164670971,5.019990180033207e-05
199,3.4531362730380577,4.893792292321531,24.587521473671977,4.5399929762484854e-05
117,3.4549325616894913,4.9279341904393075,25.032805593529964,0.17225248028679588
116,3.46234451250742,4.93739834363696,25.13742579555365,0.19046411834773572
115,3.4702217758897924,4.947149551078801,25.243232941774263,0.21060120770151305
114,3.480802522704414,4.958609610621576,25.36546085812834,0.23286731942002617
113,3.4935509378776564,4.973140496438051,25.518705054063098,0.25748754741580193
112,3.508471192039587,4.991488681020443,25.710584909851264,0.28471078397488175
111,3.526732352256711,5.014475603637637,25.94952870635957,0.3148122358736527
110,3.549942355141944,5.043051045193586,26.245398595109226,0.3480962065157037
109,3.576751169066056,5.075298109155221,26.588512398658775,0.3848991722140509
108,3.6108885067696916,5.110910626205699,26.970906382546797,0.4255931837176692
107,3.642692962472426,5.146776784517312,27.35002010387213,0.47058962736924664
106,3.6620436612245824,5.166054020231562,27.54220336271294,0.5203433839166828
105,3.67472668033272,5.179341351800916,27.692747656548583,0.5753574270208371
104,3.689308017324035,5.195731283019207,27.877748318783354,0.6361879079470402
103,3.7075663946836848,5.216645815466018,28.112017017309494,0.7034497778428327
102,3.7286517745381103,5.242486063613141,28.399539325025067,0.7778230044390029
101,3.751032528017434,5.2712605442155205,28.72226978359587,0.8600594460201683
100,3.7780499912578187,5.306942612472362,29.122553837457463,0.9509904521556567
99,3.810682029816546,5.350892491486448,29.61701491736833,1.051535268028453
98,3.850368491937342,5.397024548744402,30.125917383741353,1.1627103273237562
97,3.8973946765377554,5.448121148361209,30.689072862727876,1.2856395276213748
96,3.950325945841184,5.507523710214363,31.35564261178323,1.421565592168574
95,4.01035995283659,5.579534561554065,32.17682994064679,1.5718626328924876
94,4.082826794813828,5.666353792467698,33.179314702005854,1.7380500416548585
93,4.162210862964086,5.768916167614056,34.38218725820579,1.9218078501794076
92,4.250367203284489,5.885475205516128,35.780515913326965,2.124993713929337
91,4.354866699223097,6.022887428506145,37.461408241215246,2.3496616916293944
90,4.477362339413804,6.186806842437077,39.51333365653715,2.5980830102795758
89,4.624570988103434,6.381582428078968,42.01873569719651,2.872769025579384
88,4.795947366434954,6.612013534499934,45.07813944457629,3.176496609875545
87,4.993166127241759,6.881476565048021,48.78575666777617,3.512336224286545
86,5.179797983446729,7.151578453335885,52.610143244724554,3.883682958792393
85,5.388461700476708,7.4461846484683605,57.01415708137898,4.294290854081949
84,5.63559983371739,7.790222628410032,62.379996200578965,4.748310852126295
83,5.942292455297569,8.191127553592711,68.9345242743276,5.250332759130358
82,6.284069976015397,8.603758279620338,75.91219135421868,5.805431645077182
81,6.661723650944069,9.044905638123272,83.77795972642296,6.419219148929902
80,6.904907278173567,9.333135770999462,88.71330196144456,7.097900208149037
0,6.917752770083102,9.34893580740887,88.94409729916899,22026.465794806718
1,6.917752770083102,9.34893580740887,88.94409729916899,19920.357692679456
2,6.917752770083102,9.34893580740887,88.94409729916899,18015.62966573847
3,6.917752770083102,9.34893580740887,88.94409729916899,16293.02632313223
4,6.917752770083102,9.34893580740887,88.94409729916899,14735.133419795367
5,6.917752770083102,9.34893580740887,88.94409729916899,13326.201811317616
6,6.917752770083102,9.34893580740887,88.94409729916899,12051.988241748213
7,6.917752770083102,9.34893580740887,88.94409729916899,10899.611354818262
8,6.917752770083102,9.34893580740887,88.94409729916899,9857.421472961074
9,6.917752770083102,9.34893580740887,88.94409729916899,8914.882827692732
10,6.917752770083102,9.34893580740887,88.94409729916899,8062.467050789219
11,6.917752770083102,9.34893580740887,88.94409729916899,7291.556849534652
12,6.917752770083102,9.34893580740887,88.94409729916899,6594.358892268752
13,6.917752770083102,9.34893580740887,88.94409729916899,5963.825023570819
14,6.917752770083102,9.34893580740887,88.94409729916899,5393.581012624077
15,6.917752770083102,9.34893580740887,88.94409729916899,4877.8621144590525
16,6.917752770083102,9.34893580740887,88.94409729916899,4411.454792647852
17,6.917752770083102,9.34893580740887,88.94409729916899,3989.644014308897
18,6.917752770083102,9.34893580740887,88.94409729916899,3608.1655846136246
19,6.917752770083102,9.34893580740887,88.94409729916899,3263.163038932274
20,6.917752770083102,9.34893580740887,88.94409729916899,2951.148656830273
21,6.917752770083102,9.34893580740887,88.94409729916899,2668.9682037955577
22,6.917752770083102,9.34893580740887,88.94409729916899,2413.769044261794
23,6.917752770083102,9.34893580740887,88.94409729916899,2182.971303573756
24,6.917752770083102,9.34893580740887,88.94409729916899,1974.2417873636707
25,6.917752770083102,9.34893580740887,88.94409729916899,1785.4703946827271
26,6.917752770083102,9.34893580740887,88.94409729916899,1614.74878644196
27,6.917752770083102,9.34893580740887,88.94409729916899,1460.351093516234
28,6.917752770083102,9.34893580740887,88.94409729916899,1320.7164694845335
29,6.917752770083102,9.34893580740887,88.94409729916899,1194.4333116276741
30,6.917752770083102,9.34893580740887,88.94409729916899,1080.2249906693996
31,6.917752770083102,9.34893580740887,88.94409729916899,976.9369449991055
32,6.917752770083102,9.34893580740887,88.94409729916899,883.525008908333
33,6.917752770083102,9.34893580740887,88.94409729916899,799.0448568481405
34,6.917752770083102,9.34893580740887,88.94409729916899,722.6424569966053
35,6.917752770083102,9.34893580740887,88.94409729916899,653.5454376290887
36,6.917752770083102,9.34893580740887,88.94409729916899,591.0552790116559
37,6.917752770083102,9.34893580740887,88.94409729916899,534.540251883471
38,6.917752770083102,9.34893580740887,88.94409729916899,483.4290311414507
39,6.917752770083102,9.34893580740887,88.94409729916899,437.20492016625303
40,6.917752770083102,9.34893580740887,88.94409729916899,395.40062740181156
41,6.917752770083102,9.34893580740887,88.94409729916899,357.5935423835014
42,6.917752770083102,9.34893580740887,88.94409729916899,323.4014634590718
43,6.917752770083102,9.34893580740887,88.94409729916899,292.4787340127729
44,6.917752770083102,9.34893580740887,88.94409729916899,264.5127481327567
45,6.917752770083102,9.34893580740887,88.94409729916899,239.2207903966366
46,6.917752770083102,9.34893580740887,88.94409729916899,216.34717782777716
47,6.917752770083102,9.34893580740887,88.94409729916899,195.66067512960578
48,6.917752770083102,9.34893580740887,88.94409729916899,176.9521570678788
49,6.917752770083102,9.34893580740887,88.94409729916899,160.03249436931625
50,6.917752770083102,9.34893580740887,88.94409729916899,144.73064176460474
51,6.917752770083102,9.34893580740887,88.94409729916899,130.89190884729845
52,6.917752770083102,9.34893580740887,88.94409729916899,118.37639626828114
53,6.917752770083102,9.34893580740887,88.94409729916899,107.05758145687204
54,6.917752770083102,9.34893580740887,88.94409729916899,96.82103957126328
55,6.917752770083102,9.34893580740887,88.94409729916899,87.56328674804368
56,6.917752770083102,9.34893580740887,88.94409729916899,79.19073395691782
57,6.917752770083102,9.34893580740887,88.94409729916899,71.61874088486572
58,6.917752770083102,9.34893580740887,88.94409729916899,64.77076028521218
59,6.917752770083102,9.34893580740887,88.94409729916899,58.57756414160792
60,6.917752770083102,9.34893580740887,88.94409729916899,52.9765438240131
61,6.917752770083102,9.34893580740887,88.94409729916899,47.91107716177806
62,6.917752770083102,9.34893580740887,88.94409729916899,43.329956035398524
63,6.917752770083102,9.34893580740887,88.94409729916899,39.18686870032151
64,6.917752770083102,9.34893580740887,88.94409729916899,35.439931609478585
65,6.917752770083102,9.34893580740887,88.94409729916899,32.05126600161891
66,6.917752770083102,9.34893580740887,88.94409729916899,28.98661497506334
67,6.917752770083102,9.34893580740887,88.94409729916899,26.21499717577853
68,6.917752770083102,9.34893580740887,88.94409729916899,23.708393598813952
69,6.917752770083102,9.34893580740887,88.94409729916899,21.441464336895912
70,6.917752770083102,9.34893580740887,88.94409729916899,19.391292412716577
71,6.917752770083102,9.34893580740887,88.94409729916899,17.537152105251984
72,6.917752770083102,9.34893580740887,88.94409729916899,15.860299428059543
73,6.917752770083102,9.34893580740887,88.94409729916899,14.343782641445674
74,6.917752770083102,9.34893580740887,88.94409729916899,12.97227088292181
75,6.917752770083102,9.34893580740887,88.94409729916899,11.731899183529492
76,6.917752770083102,9.34893580740887,88.94409729916899,10.610128303264291
77,6.917752770083102,9.34893580740887,88.94409729916899,9.595617968638418
78,6.917752770083102,9.34893580740887,88.94409729916899,8.678112230907576
79,6.917752770083102,9.34893580740887,88.94409729916899,7.8483357860185645
