,mean_absolute_error,root_mean_squared_error,mean_squared_error,alpha
121,3.4452608873196544,4.905642192313037,24.777011653430456,0.11523243458853227
122,3.4452855349129807,4.902631893444895,24.74021709440804,0.10421423646380279
123,3.445417575335483,4.900260380007415,24.710330073598616,0.09424956715107216
124,3.4457517514187317,4.898410710616515,24.686160699837778,0.08523769121745499
120,3.44596519840713,4.90946827173804,24.82254268651537,0.12741554735482283
126,3.4463304092803617,4.895623591141084,24.64830708161694,0.06971661694806688
125,3.4463337067383257,4.896979282628147,24.66664089824481,0.07708750526606056
127,3.446337740152429,4.894395027947599,24.632083095586676,0.06305051203704455
128,3.4464888937206437,4.8934204548879325,24.61874751827787,0.05702180114526814
129,3.4466387773683174,4.892668853420132,24.60793003054088,0.051569538466874495
130,3.4467749270124934,4.892091240283824,24.59912723165953,0.04663860566086549
131,3.4468991290607547,4.8916521053494195,24.59196637079781,0.04217915464546807
132,3.4470355444546064,4.891325355533828,24.586169764761582,0.038146103670915275
133,3.447159392696849,4.891086139914537,24.581469718242683,0.03449868157631655
134,3.4472716303758615,4.8909164099324,24.57766852434599,0.03120001562339188
119,3.4473896285092502,4.914292951055106,24.87866285426849,0.14088673701722476
135,3.4474462642950767,4.890975973538773,24.57649858479173,0.02821675874037365
136,3.447622158326971,4.891096126660495,24.576118124874384,0.025518752407787934
137,3.4478443368659626,4.891232182974708,24.57603949896044,0.023078721778139962
138,3.448073670728385,4.891377623167249,24.576185446022926,0.020871999947389357
139,3.4482959646982585,4.891527477423308,24.576495065790276,0.018876278590803826
140,3.4485290112004265,4.8916779845338905,24.576920363808426,0.017071382442304293
141,3.4488159648588246,4.891826176601983,24.577422626071858,0.01543906533745458
142,3.4491066535514308,4.891970298913533,24.577974611989287,0.013962825758241116
143,3.4493923650344698,4.892119731651718,24.578649286040708,0.012627740014936972
144,3.4496388444104085,4.892255524340964,24.579263295841535,0.01142031137864227
145,3.4498554045598815,4.892381822593303,24.579847428068767,0.010328333639342595
146,3.4500606207018643,4.892498219178504,24.580394081903524,0.009340767710158364
118,3.450260028758472,4.920351551681042,24.947768065016113,0.1557821873345297
147,3.4502918827002675,4.892610678014866,24.580974947831983,0.008447630030345401
148,3.4505116752271805,4.892716219888006,24.581526519424827,0.007639891638883671
149,3.4506994238498487,4.892805153505273,24.581949195174452,0.006909386898362796
150,3.4508787009606285,4.892893639698541,24.582429167147666,0.0062487309464304246
151,3.4510673369244516,4.892972390499354,24.582847647602716,0.005651245040298658
152,3.4512602016520537,4.893050136303157,24.58328534981539,0.0051108890395967325
153,3.4514265974678544,4.89309887236149,24.583440090856733,0.004622200345021591
154,3.45158042456816,4.893161899052677,24.583792123164702,0.004180238675501253
155,3.4517197684329206,4.893216804413951,24.584081834720614,0.0037805361256089917
156,3.451845058791169,4.893270646848093,24.584396516146995,0.003419051998345725
157,3.4519691358980893,4.893319441260841,24.584677573147008,0.003092131956683475
158,3.452079912661729,4.89336445689065,24.58494466739253,0.002796471080922229
159,3.4521803914350713,4.893402391233602,24.585156710662645,0.002529080458397415
160,3.4522716899103187,4.893439992360608,24.585380642678064,0.00228725696778466
161,3.452354076052001,4.89347371298892,24.58558200841177,0.002068555952543531
162,3.4524279964089546,4.89350415295478,24.58576408245001,0.0018707665072489185
163,3.4524948153832744,4.8935313146660135,24.58592212378485,0.0016918891269733158
164,3.452555944579508,4.8935564634351865,24.586073602490146,0.0015301154937715827
165,3.4526106204548284,4.893579304115679,24.586211436904758,0.0013838101959247292
166,3.452660294166724,4.893600635551455,24.586343136830447,0.0012514941951375948
167,3.4527069583669516,4.893619276872879,24.5864553015994,0.001131829874556218
168,3.452750195774997,4.893635525136399,24.586549258342526,0.0010236075164512422
169,3.452789658004568,4.8936515760923145,24.586649644135825,0.0009257330728668984
170,3.452825241961423,4.893665614981228,24.58673517476262,0.0008372171056057383
171,3.4528574234813854,4.893678340933524,24.586812813236435,0.0007571647837406715
172,3.452886921799588,4.89369023496709,24.58688739263438,0.0006847668375364433
